#query	KEGG_ko
k141_185412_2	ko:K01610
k141_52233_2	ko:K00077
k141_52233_3	ko:K07090
k141_239279_1	ko:K12573
k141_428564_3	ko:K01704
k141_428564_4	ko:K01703
k141_428564_5	ko:K03569
k141_428564_6	ko:K03570
k141_428564_8	ko:K05515
k141_428564_9	ko:K05837
k141_428564_10	ko:K08301
k141_428564_11	ko:K04096
k141_428564_12	ko:K03169
k141_428613_2	ko:K01803
k141_613108_1	ko:K01992
k141_1166692_1	ko:K03716
k141_1166692_2	ko:K03616
k141_52665_1	ko:K21344
k141_52665_2	ko:K03274
k141_52665_3	ko:K00772
k141_52665_5	ko:K03723
k141_52691_1	ko:K11071
k141_52691_2	ko:K11070
k141_52691_5	ko:K00549
k141_52753_2	ko:K15977,ko:K16937
k141_52753_3	ko:K03433
k141_52753_4	ko:K07575
k141_52753_5	ko:K00003
k141_52753_6	ko:K07305
k141_52838_2	ko:K07235
k141_52838_3	ko:K07236
k141_52838_4	ko:K07237
k141_613360_1	ko:K00602
k141_613360_2	ko:K03557
k141_613378_1	ko:K03498
k141_428937_1	ko:K05539
k141_52924_3	ko:K03168
k141_52927_1	ko:K02519
k141_1167024_3	ko:K00671,ko:K02218
k141_799461_1	ko:K00626
k141_799537_1	ko:K00858
k141_799537_4	ko:K01256
k141_1167157_1	ko:K14534
k141_429157_1	ko:K01996
k141_429157_3	ko:K01998
k141_429157_4	ko:K10676
k141_240135_6	ko:K10356
k141_429321_2	ko:K06178
k141_53356_1	ko:K09471
k141_53356_2	ko:K06179
k141_1167429_1	ko:K01768
k141_614100_1	ko:K01903,ko:K14067
k141_53503_2	ko:K00065
k141_53503_4	ko:K03517
k141_53503_8	ko:K01358
k141_53503_9	ko:K01066
k141_53503_13	ko:K01715
k141_53503_14	ko:K07638
k141_53503_15	ko:K07659
k141_53503_17	ko:K00632
k141_53503_18	ko:K01870
k141_429625_1	ko:K03885
k141_429625_2	ko:K00970
k141_429625_3	ko:K00606
k141_429625_4	ko:K01918
k141_429625_5	ko:K01810
k141_429625_6	ko:K01895
k141_1167764_1	ko:K02200
k141_800106_1	ko:K00901
k141_800106_2	ko:K03106
k141_800106_5	ko:K01007
k141_800106_6	ko:K09773
k141_800106_7	ko:K00108
k141_800106_8	ko:K00154
k141_614253_1	ko:K09386
k141_614253_2	ko:K01613
k141_614253_3	ko:K17103
k141_614253_4	ko:K03089
k141_614253_5	ko:K01834
k141_53724_1	ko:K00560
k141_1168012_8	ko:K02460
k141_1168012_9	ko:K02459
k141_1168012_10	ko:K02246,ko:K02456,ko:K02457,ko:K02458
k141_1168012_11	ko:K02457
k141_1168012_12	ko:K02456
k141_1168012_13	ko:K02455
k141_1168012_14	ko:K02454
k141_1168012_15	ko:K00609
k141_614485_1	ko:K09816
k141_430077_2	ko:K00974
k141_54028_1	ko:K00831
k141_1168161_1	ko:K01807
k141_1168184_1	ko:K03797
k141_800539_1	ko:K06187
k141_800539_2	ko:K09747
k141_800539_3	ko:K02343
k141_430341_2	ko:K00573
k141_54214_2	ko:K14998
k141_54214_3	ko:K03701
k141_54214_5	ko:K01687
k141_54214_10	ko:K01992
k141_54214_11	ko:K01990
k141_54214_12	ko:K03743
k141_614754_1	ko:K09919
k141_614754_2	ko:K08974
k141_614754_3	ko:K00573
k141_614754_4	ko:K01770
k141_614797_1	ko:K05800
k141_614797_4	ko:K10112
k141_614797_5	ko:K02027
k141_614797_6	ko:K02025
k141_614797_8	ko:K22303
k141_614797_9	ko:K04768
k141_54268_2	ko:K07303
k141_54268_3	ko:K07302
k141_54268_4	ko:K00627
k141_54268_5	ko:K00627,ko:K00658
k141_54268_6	ko:K21417
k141_54268_7	ko:K21416
k141_54268_8	ko:K01271
k141_54268_9	ko:K03366
k141_54268_10	ko:K10440,ko:K10538
k141_54268_11	ko:K10440
k141_54268_12	ko:K10441
k141_54268_13	ko:K10439
k141_54274_1	ko:K14652
k141_240997_1	ko:K01998
k141_240997_2	ko:K01997
k141_614915_1	ko:K01969
k141_614915_2	ko:K13766
k141_1168418_1	ko:K21071
k141_1168418_3	ko:K03536
k141_1168418_4	ko:K08998
k141_1168418_5	ko:K03217
k141_1168418_6	ko:K03650
k141_54398_1	ko:K00059
k141_54398_2	ko:K09120
k141_54398_5	ko:K17830
k141_54398_8	ko:K02035
k141_54398_10	ko:K08979
k141_54398_12	ko:K03124
k141_54398_13	ko:K03622
k141_54398_14	ko:K07739
k141_54398_15	ko:K04566
k141_54398_18	ko:K07006
k141_1168489_1	ko:K02313
k141_1168534_2	ko:K03575
k141_241219_1	ko:K02469
k141_1168571_2	ko:K04487
k141_981515_1	ko:K09969
k141_981515_2	ko:K09970
k141_800951_1	ko:K07289
k141_981569_1	ko:K02356
k141_981569_5	ko:K03566
k141_981569_6	ko:K02843
k141_981569_7	ko:K02517,ko:K12974
k141_981569_8	ko:K09931
k141_981569_10	ko:K00344
k141_801027_3	ko:K01483
k141_430824_1	ko:K03824
k141_54597_1	ko:K00948
k141_241415_1	ko:K19027
k141_430882_1	ko:K00317
k141_615293_1	ko:K02319
k141_1168875_2	ko:K01338,ko:K08675
k141_431057_2	ko:K21140
k141_1168972_1	ko:K03523
k141_1168972_2	ko:K03820
k141_431195_1	ko:K13288
k141_431227_1	ko:K18681
k141_431227_9	ko:K03283
k141_982099_1	ko:K04043
k141_982099_2	ko:K03687
k141_982099_3	ko:K01866
k141_1169196_1	ko:K01749
k141_801738_1	ko:K15724
k141_801738_2	ko:K03687
k141_615901_1	ko:K05396,ko:K17950
k141_615901_2	ko:K01271
k141_242147_4	ko:K05524
k141_802012_1	ko:K01751
k141_982481_6	ko:K12883
k141_802071_1	ko:K00831
k141_55580_2	ko:K11689
k141_616222_1	ko:K07068
k141_616222_4	ko:K01868
k141_616222_5	ko:K03797
k141_982724_3	ko:K00164
k141_982724_7	ko:K00164
k141_982724_8	ko:K00164
k141_432139_2	ko:K03179
k141_432139_3	ko:K03655
k141_432139_5	ko:K09001
k141_1169908_1	ko:K00175
k141_1169908_2	ko:K00174
k141_1169954_1	ko:K02563
k141_1169954_2	ko:K03588
k141_1169992_5	ko:K04685,ko:K06621
k141_1169992_10	ko:K03857
k141_1170003_1	ko:K09815
k141_616575_1	ko:K03657
k141_616575_2	ko:K03851
k141_616575_4	ko:K00571,ko:K07319
k141_616575_6	ko:K01784,ko:K12448
k141_802676_1	ko:K01999
k141_432480_1	ko:K01873
k141_1170211_1	ko:K02933
k141_243141_2	ko:K03750
k141_802863_1	ko:K00088
k141_802863_2	ko:K00088
k141_1170346_2	ko:K00297
k141_432648_3	ko:K00590
k141_432648_4	ko:K02337
k141_432648_5	ko:K03470
k141_432648_6	ko:K00748
k141_432686_1	ko:K01875
k141_802955_1	ko:K06173
k141_802955_2	ko:K02031,ko:K02032
k141_802955_3	ko:K02031
k141_802955_4	ko:K02034
k141_802961_2	ko:K01104
k141_802961_4	ko:K01207
k141_432819_2	ko:K17103
k141_1170580_1	ko:K01885
k141_983426_1	ko:K00762
k141_617051_1	ko:K06885
k141_617051_2	ko:K00943
k141_617051_7	ko:K02003,ko:K09810
k141_617051_8	ko:K09808
k141_617051_10	ko:K01515
k141_617051_12	ko:K06982
k141_617051_13	ko:K09722
k141_617051_14	ko:K00606
k141_617051_15	ko:K13038
k141_56809_2	ko:K00600
k141_983628_2	ko:K03793
k141_433064_2	ko:K16092
k141_433064_4	ko:K02016
k141_433064_5	ko:K00798
k141_433064_6	ko:K06985
k141_433073_1	ko:K13525
k141_243705_1	ko:K00817
k141_243705_3	ko:K00954
k141_617339_2	ko:K01246
k141_617339_3	ko:K01649,ko:K01666
k141_617339_4	ko:K04073
k141_617339_6	ko:K18364
k141_617348_1	ko:K00820
k141_617348_2	ko:K07443
k141_1170971_1	ko:K01975
k141_1170971_2	ko:K01951
k141_983713_1	ko:K00344
k141_57347_1	ko:K01938
k141_983816_2	ko:K01776
k141_983816_3	ko:K01142
k141_983816_4	ko:K03210
k141_983816_5	ko:K05396
k141_983816_6	ko:K01775
k141_983816_8	ko:K01081
k141_983816_9	ko:K07090
k141_983816_10	ko:K13634
k141_983816_11	ko:K00390
k141_983816_12	ko:K08300
k141_983816_13	ko:K06179
k141_983816_14	ko:K02032,ko:K10823
k141_983816_15	ko:K02031,ko:K02032,ko:K02034,ko:K15583
k141_983816_16	ko:K00031
k141_983816_17	ko:K06891
k141_983816_18	ko:K03694
k141_983816_19	ko:K02518
k141_617533_2	ko:K04079
k141_57451_1	ko:K03702
k141_57451_2	ko:K07089
k141_1171243_1	ko:K02470
k141_803715_1	ko:K08300
k141_57639_1	ko:K07114
k141_433408_1	ko:K07561
k141_803839_1	ko:K01907
k141_57655_1	ko:K00164
k141_57655_2	ko:K00658
k141_57655_3	ko:K03427
k141_57655_4	ko:K00382
k141_57655_5	ko:K01835,ko:K01840,ko:K15778
k141_433429_1	ko:K00164
k141_244230_2	ko:K07082
k141_244230_3	ko:K00943
k141_244230_4	ko:K02341
k141_433437_1	ko:K00164
k141_433437_2	ko:K00658
k141_433437_3	ko:K03686
k141_57693_1	ko:K03601
k141_1171442_1	ko:K01714
k141_1171442_2	ko:K05786
k141_1171491_1	ko:K01465
k141_57733_2	ko:K07133
k141_57733_3	ko:K10716
k141_1171502_3	ko:K06041
k141_1171502_4	ko:K09948
k141_1171502_5	ko:K01599
k141_1171517_2	ko:K00640
k141_57801_1	ko:K00097,ko:K22024
k141_57801_2	ko:K14652
k141_984099_1	ko:K11749
k141_984204_2	ko:K07365,ko:K19862
k141_433736_2	ko:K01187
k141_58002_1	ko:K02343
k141_58002_2	ko:K00568
k141_58002_3	ko:K01091,ko:K22292
k141_1171746_1	ko:K02118
k141_1171748_1	ko:K02118
k141_1171748_2	ko:K02120
k141_1171748_4	ko:K02124
k141_1171748_5	ko:K00610
k141_1171748_6	ko:K00609
k141_1171748_8	ko:K07722
k141_618118_2	ko:K02259
k141_618118_4	ko:K02274
k141_618118_5	ko:K02275
k141_618118_7	ko:K15634
k141_618118_8	ko:K06988
k141_618118_18	ko:K02107
k141_618118_19	ko:K03626
k141_618118_20	ko:K07398
k141_618118_22	ko:K03665
k141_618118_23	ko:K07254
k141_618118_25	ko:K00558
k141_618118_26	ko:K18235
k141_244628_2	ko:K02109
k141_244628_3	ko:K02110
k141_244628_4	ko:K02108
k141_244628_6	ko:K06895
k141_1171998_1	ko:K02257
k141_433918_1	ko:K00344
k141_244779_1	ko:K00003
k141_244803_3	ko:K00939
k141_244803_4	ko:K00951
k141_244803_5	ko:K03584
k141_244803_6	ko:K03595
k141_244803_7	ko:K03685
k141_244803_8	ko:K03596
k141_244803_10	ko:K03598
k141_244803_12	ko:K03088
k141_244803_13	ko:K09903
k141_244803_14	ko:K02838
k141_244803_15	ko:K04749
k141_1172033_1	ko:K01916,ko:K01950
k141_58449_6	ko:K00762
k141_984667_2	ko:K03664
k141_984667_3	ko:K09801
k141_984667_5	ko:K02314
k141_984667_6	ko:K01207
k141_984667_7	ko:K00997
k141_984667_8	ko:K03474
k141_618573_1	ko:K03431
k141_804840_1	ko:K01637
k141_804840_2	ko:K07560
k141_804840_3	ko:K06980
k141_1172253_1	ko:K01156
k141_984802_1	ko:K01469,ko:K01473
k141_245384_1	ko:K02902
k141_245384_2	ko:K03630
k141_245384_3	ko:K03309
k141_245384_5	ko:K01916,ko:K01950
k141_618881_1	ko:K07011,ko:K11936
k141_1172530_1	ko:K17315
k141_1172530_2	ko:K17316
k141_1172530_3	ko:K02026,ko:K17317
k141_1172530_4	ko:K10112
k141_1172540_1	ko:K00800
k141_1172540_2	ko:K00945
k141_1172540_3	ko:K02945
k141_245532_1	ko:K04437
k141_434884_1	ko:K07462
k141_434884_2	ko:K03088
k141_1172679_5	ko:K01011
k141_1172679_6	ko:K00858
k141_1172679_7	ko:K07060
k141_1172679_8	ko:K10848
k141_1172679_10	ko:K04798
k141_1172679_11	ko:K09741
k141_1172679_12	ko:K02921
k141_1172679_13	ko:K12589
k141_1172679_14	ko:K11600
k141_619273_2	ko:K08296
k141_619320_2	ko:K07319
k141_435117_2	ko:K00573
k141_245854_1	ko:K04485
k141_619386_2	ko:K02052
k141_59395_2	ko:K00571
k141_985300_1	ko:K10823
k141_59490_1	ko:K03694
k141_59490_2	ko:K06891
k141_59490_3	ko:K03417
k141_59490_4	ko:K01659
k141_59490_6	ko:K01720
k141_1172962_1	ko:K14743
k141_1172962_3	ko:K00912
k141_1172962_4	ko:K16011
k141_1172962_6	ko:K07454
k141_985320_1	ko:K04485
k141_435273_3	ko:K00799
k141_985353_1	ko:K02000
k141_59592_1	ko:K15551
k141_59592_2	ko:K10831
k141_59592_3	ko:K15552
k141_985423_2	ko:K07050
k141_985461_1	ko:K00108
k141_985461_2	ko:K01938
k141_435471_1	ko:K09810
k141_619746_2	ko:K06213
k141_619746_3	ko:K01011
k141_619746_4	ko:K01919
k141_619746_6	ko:K01885
k141_985511_1	ko:K05808
k141_985511_2	ko:K02806
k141_435515_1	ko:K00955,ko:K00956
k141_619789_1	ko:K01571
k141_59799_1	ko:K18700
k141_435662_1	ko:K01465
k141_435662_3	ko:K04066
k141_246378_1	ko:K01869
k141_806275_1	ko:K08483
k141_806276_1	ko:K02945
k141_806276_2	ko:K00945
k141_806276_3	ko:K00210,ko:K00220,ko:K00800
k141_806276_4	ko:K00210,ko:K00800
k141_806276_5	ko:K00817
k141_806276_6	ko:K14170
k141_806276_7	ko:K00831
k141_620124_1	ko:K02011
k141_620124_2	ko:K02012
k141_246452_1	ko:K00147
k141_1173550_1	ko:K00990
k141_1173565_1	ko:K00806
k141_1173565_2	ko:K02838
k141_1173565_3	ko:K02357
k141_435844_1	ko:K06965
k141_435844_5	ko:K03709
k141_435844_7	ko:K06937
k141_435844_10	ko:K03330
k141_435844_11	ko:K09482
k141_435844_12	ko:K13525
k141_620199_2	ko:K01687
k141_435858_1	ko:K11430,ko:K17451
k141_435858_2	ko:K11430,ko:K17451
k141_435858_3	ko:K11430,ko:K17451
k141_806388_2	ko:K02188
k141_435871_1	ko:K01662
k141_985942_6	ko:K02967
k141_436053_1	ko:K02433
k141_246984_1	ko:K05539
k141_246984_2	ko:K01919
k141_246995_1	ko:K15710
k141_60777_1	ko:K09951
k141_247010_2	ko:K03431
k141_247020_1	ko:K06942
k141_986320_1	ko:K01937
k141_986320_2	ko:K04075
k141_806956_1	ko:K08224
k141_247197_1	ko:K03530
k141_247197_2	ko:K03770
k141_247203_1	ko:K01754
k141_436609_1	ko:K01968
k141_807099_2	ko:K18911
k141_807099_3	ko:K01766,ko:K11717
k141_807099_4	ko:K08714
k141_807099_5	ko:K07182
k141_986532_1	ko:K15019
k141_620877_1	ko:K06932
k141_247263_1	ko:K01992
k141_247263_2	ko:K01990
k141_986584_2	ko:K01989
k141_986584_3	ko:K07315
k141_986584_7	ko:K04749
k141_986761_1	ko:K11105
k141_247400_2	ko:K00059
k141_621028_1	ko:K03598
k141_621028_2	ko:K03597
k141_1174562_2	ko:K00971,ko:K16011
k141_1174562_3	ko:K01840,ko:K15778
k141_1174562_4	ko:K02523
k141_1174562_5	ko:K02888
k141_1174562_6	ko:K02899
k141_1174562_7	ko:K03979
k141_1174562_8	ko:K00931
k141_1174562_9	ko:K02968
k141_1174562_12	ko:K02970
k141_1174562_13	ko:K02316
k141_1174562_16	ko:K07304
k141_1174562_18	ko:K19416
k141_1174562_19	ko:K07235
k141_1174562_20	ko:K07236
k141_1174562_21	ko:K07237
k141_1174562_22	ko:K11179
k141_1174562_23	ko:K01724
k141_1174562_24	ko:K01069
k141_1174562_25	ko:K01462
k141_247455_1	ko:K01995,ko:K11957
k141_247455_2	ko:K01996,ko:K11958
k141_247455_3	ko:K01997,ko:K11956
k141_247455_4	ko:K01998
k141_986903_1	ko:K01996
k141_986903_3	ko:K05813
k141_986903_4	ko:K05814
k141_986903_5	ko:K02026,ko:K05815
k141_986903_6	ko:K05816
k141_247527_1	ko:K04087
k141_621202_1	ko:K01469
k141_621202_2	ko:K04763
k141_621202_4	ko:K00567
k141_986973_1	ko:K18727,ko:K18752
k141_621309_3	ko:K02055
k141_1175004_1	ko:K03704
k141_1175004_2	ko:K03768
k141_621555_1	ko:K19676
k141_621590_1	ko:K16288
k141_987286_1	ko:K15633
k141_987286_2	ko:K02428
k141_987286_3	ko:K00989
k141_61750_4	ko:K01520
k141_61796_1	ko:K17735
k141_621727_1	ko:K07481
k141_1175253_1	ko:K01776,ko:K19802
k141_621798_1	ko:K11446
k141_621932_1	ko:K00449
k141_621932_2	ko:K03457
k141_437986_1	ko:K01933
k141_437986_2	ko:K11175
k141_437986_4	ko:K03320
k141_62106_1	ko:K11071
k141_62111_2	ko:K11071
k141_62134_1	ko:K00121
k141_62134_2	ko:K09125
k141_62134_3	ko:K01153
k141_987732_1	ko:K02026
k141_1175494_1	ko:K21947
k141_1175494_2	ko:K03154
k141_1175494_3	ko:K00615
k141_1175494_4	ko:K00616
k141_1175494_6	ko:K00036
k141_1175494_7	ko:K00033
k141_1175494_9	ko:K07102
k141_1175494_10	ko:K00966
k141_1175494_13	ko:K07058
k141_1175494_14	ko:K12251
k141_1175494_15	ko:K10536
k141_1175494_17	ko:K01533,ko:K17686
k141_1175494_18	ko:K07003
k141_1175494_19	ko:K04754
k141_1175494_20	ko:K07323
k141_1175494_23	ko:K01841,ko:K07281
k141_1175494_24	ko:K07735
k141_1175494_26	ko:K00571,ko:K00590
k141_1175494_28	ko:K02435
k141_1175494_29	ko:K01579
k141_1175494_30	ko:K02433
k141_1175494_33	ko:K02434
k141_1175494_34	ko:K01689
k141_1175494_36	ko:K03595
k141_1175494_37	ko:K06213
k141_1175494_38	ko:K03584
k141_248510_2	ko:K01491
k141_248510_3	ko:K07457,ko:K10773
k141_987977_1	ko:K03601
k141_987977_2	ko:K02959
k141_987977_3	ko:K02860
k141_987977_4	ko:K00554
k141_622437_1	ko:K01807
k141_622437_2	ko:K03793
k141_622437_4	ko:K06153
k141_808842_1	ko:K02112
k141_808842_2	ko:K02112
k141_62568_2	ko:K01439
k141_988166_2	ko:K00163
k141_248723_2	ko:K14394
k141_438704_1	ko:K02519
k141_988223_2	ko:K01494
k141_248745_3	ko:K00020
k141_1175861_1	ko:K01156
k141_438746_1	ko:K07304
k141_438746_3	ko:K12972
k141_1175881_1	ko:K02342,ko:K14159
k141_1175881_2	ko:K09780
k141_1175881_3	ko:K06190
k141_248815_1	ko:K00302
k141_438772_1	ko:K03070
k141_438772_3	ko:K01520
k141_62709_1	ko:K00077
k141_62709_3	ko:K07090
k141_438830_1	ko:K22025
k141_248937_1	ko:K10726
k141_248937_2	ko:K09723
k141_248937_3	ko:K04801
k141_248937_6	ko:K03264
k141_248937_7	ko:K01892
k141_248937_10	ko:K07573
k141_248937_11	ko:K04518
k141_248982_2	ko:K11070
k141_439082_1	ko:K04453
k141_1176228_1	ko:K01133
k141_988551_3	ko:K00384
k141_988551_4	ko:K01693
k141_988551_5	ko:K02501
k141_988551_6	ko:K01814,ko:K01817
k141_988551_7	ko:K01663,ko:K02500
k141_988551_8	ko:K00571
k141_1176308_1	ko:K00147
k141_249169_1	ko:K02040
k141_439318_1	ko:K01782
k141_1176402_1	ko:K03793
k141_1176402_4	ko:K03314
k141_988829_1	ko:K03564
k141_809654_2	ko:K07277
k141_809654_4	ko:K02372
k141_809654_5	ko:K00677
k141_809654_6	ko:K09949
k141_809654_8	ko:K00748
k141_809654_9	ko:K06147,ko:K11085
k141_809654_10	ko:K09778
k141_809654_11	ko:K02527
k141_809654_12	ko:K00912
k141_809654_13	ko:K02843
k141_809654_14	ko:K02843
k141_809654_15	ko:K02841,ko:K02843
k141_809654_19	ko:K07270
k141_809654_21	ko:K01784
k141_809654_22	ko:K02841,ko:K02843,ko:K02847,ko:K02849,ko:K21003
k141_809654_25	ko:K03673
k141_809654_28	ko:K01992
k141_809654_29	ko:K01992
k141_809654_30	ko:K01990,ko:K09697
k141_809654_31	ko:K03640
k141_809654_34	ko:K01895
k141_809654_39	ko:K00286
k141_809654_42	ko:K06891
k141_809654_43	ko:K08679
k141_809654_47	ko:K02600
k141_623268_2	ko:K14058
k141_623268_3	ko:K02004
k141_623268_4	ko:K02003
k141_623268_5	ko:K10804
k141_623268_6	ko:K07146
k141_623268_7	ko:K05527
k141_623268_8	ko:K20074
k141_623268_9	ko:K00059,ko:K18335
k141_988922_2	ko:K03638
k141_988922_3	ko:K03636
k141_988922_4	ko:K03635
k141_988947_1	ko:K02612
k141_988947_2	ko:K02613
k141_988947_4	ko:K03501
k141_988947_5	ko:K03496
k141_63541_2	ko:K00651
k141_63541_3	ko:K02237
k141_63541_4	ko:K06916
k141_623414_3	ko:K01591
k141_623414_4	ko:K06920
k141_623414_5	ko:K10026
k141_623414_7	ko:K03640
k141_623414_8	ko:K03641
k141_989127_1	ko:K03551
k141_989127_2	ko:K03550
k141_989127_3	ko:K01159
k141_439974_1	ko:K02275
k141_439974_2	ko:K02274,ko:K02298
k141_439974_3	ko:K02258
k141_439975_3	ko:K02025
k141_1177176_1	ko:K17722
k141_1177294_1	ko:K01890
k141_1177294_2	ko:K01889
k141_250197_1	ko:K09895
k141_64205_1	ko:K02011
k141_250421_1	ko:K00567
k141_250421_2	ko:K02836
k141_64338_2	ko:K07157
k141_64338_3	ko:K07003
k141_64338_4	ko:K02558
k141_64338_5	ko:K21071
k141_64396_2	ko:K01156
k141_440831_2	ko:K04043
k141_440831_5	ko:K01872
k141_440831_6	ko:K00937
k141_1178007_2	ko:K03059
k141_1178007_3	ko:K02946
k141_1178007_4	ko:K03231
k141_1178007_6	ko:K01647
k141_1178007_8	ko:K07463
k141_1178007_10	ko:K01265
k141_1178007_13	ko:K03120
k141_1178057_1	ko:K02040
k141_624493_1	ko:K00412
k141_624493_2	ko:K00411
k141_624493_3	ko:K02996
k141_624493_4	ko:K02871
k141_624493_5	ko:K06916
k141_64802_1	ko:K00507
k141_1178436_1	ko:K03439
k141_990519_2	ko:K07076
k141_990519_8	ko:K04085
k141_990519_9	ko:K00603,ko:K01746,ko:K13990
k141_441661_1	ko:K16092
k141_990667_1	ko:K15378
k141_65092_1	ko:K21420
k141_65092_2	ko:K00684
k141_65092_3	ko:K01409
k141_65092_4	ko:K08591
k141_990740_1	ko:K03169
k141_441869_1	ko:K01897
k141_811988_2	ko:K14941
k141_65275_2	ko:K03111
k141_65275_4	ko:K03701
k141_65275_5	ko:K02437
k141_65275_7	ko:K00208
k141_65275_9	ko:K02033
k141_65275_10	ko:K02034
k141_65275_11	ko:K10806
k141_65275_12	ko:K02031,ko:K02032
k141_65275_14	ko:K02527
k141_65275_16	ko:K07003
k141_65275_17	ko:K03527
k141_625469_3	ko:K06999
k141_625469_4	ko:K00145
k141_625469_6	ko:K03732
k141_625469_7	ko:K11206
k141_625469_8	ko:K11744
k141_625469_9	ko:K00817
k141_625469_11	ko:K08296
k141_625469_12	ko:K12261
k141_812152_2	ko:K00240
k141_812152_3	ko:K09159
k141_812152_5	ko:K01692
k141_812152_6	ko:K00278
k141_991022_2	ko:K01915
k141_65537_1	ko:K00239
k141_65537_2	ko:K00242
k141_65537_3	ko:K00241
k141_65537_4	ko:K00239
k141_991105_2	ko:K01996
k141_625722_1	ko:K01952
k141_442348_1	ko:K00365,ko:K01452
k141_442348_2	ko:K01477
k141_252086_1	ko:K09013
k141_252086_2	ko:K12262
k141_442358_1	ko:K00108
k141_1179567_1	ko:K06222
k141_1179567_2	ko:K12452
k141_252195_2	ko:K02193
k141_252195_3	ko:K02194
k141_252195_4	ko:K02195
k141_252195_6	ko:K02197
k141_252195_7	ko:K02198
k141_252195_8	ko:K02199
k141_252195_9	ko:K02200
k141_252195_15	ko:K03744
k141_252195_16	ko:K06872
k141_252195_20	ko:K01524
k141_252195_21	ko:K03655
k141_252195_22	ko:K02902
k141_991411_2	ko:K01095
k141_991411_3	ko:K03799
k141_991411_5	ko:K02302,ko:K02303
k141_991411_7	ko:K02528
k141_991411_8	ko:K00097
k141_991411_9	ko:K03771
k141_991411_10	ko:K04744
k141_991411_13	ko:K10747
k141_252253_1	ko:K02052
k141_252253_2	ko:K02055
k141_65931_1	ko:K04485
k141_65931_4	ko:K00674
k141_442674_1	ko:K02200
k141_1179718_2	ko:K03559
k141_1179718_3	ko:K03561
k141_1179718_4	ko:K03561
k141_1179718_6	ko:K00287
k141_1179718_7	ko:K00560
k141_1179718_8	ko:K13292
k141_1179718_9	ko:K07090
k141_1179718_10	ko:K07223
k141_1179718_12	ko:K03787
k141_1179718_15	ko:K04084
k141_1179718_16	ko:K03111
k141_1179718_17	ko:K05524
k141_1179718_22	ko:K06168
k141_1179718_23	ko:K06217
k141_1179718_24	ko:K07042
k141_1179718_25	ko:K06189
k141_1179718_26	ko:K03820
k141_1179732_1	ko:K16846
k141_991577_1	ko:K03086
k141_66121_1	ko:K02519
k141_1179854_1	ko:K00632
k141_1179854_2	ko:K05898
k141_1179935_1	ko:K10441
k141_812962_1	ko:K01872
k141_66343_1	ko:K02878
k141_66343_2	ko:K02982
k141_66343_3	ko:K02890
k141_66343_4	ko:K02965
k141_66343_5	ko:K02886
k141_66343_6	ko:K02892
k141_66343_7	ko:K02926
k141_66343_8	ko:K02906
k141_66343_9	ko:K02946
k141_66343_12	ko:K02355
k141_66379_3	ko:K03785
k141_813233_1	ko:K01895
k141_1180505_1	ko:K02026,ko:K10119
k141_1180505_2	ko:K10118
k141_1180505_3	ko:K10117
k141_1180505_4	ko:K07106
k141_992339_1	ko:K00163
k141_443678_2	ko:K00113,ko:K11473
k141_443678_5	ko:K02277
k141_443678_8	ko:K01652,ko:K03852
k141_443678_9	ko:K12262
k141_813517_1	ko:K02201
k141_992423_1	ko:K00412
k141_992423_2	ko:K00413
k141_992423_3	ko:K03599
k141_626848_1	ko:K00207
k141_992500_1	ko:K02433
k141_992500_3	ko:K20807
k141_992500_4	ko:K20807
k141_627059_3	ko:K02275
k141_1180849_1	ko:K06898
k141_1180849_2	ko:K00024
k141_1180849_3	ko:K09121
k141_1180849_4	ko:K06864
k141_1180849_5	ko:K04487
k141_444037_2	ko:K00991
k141_253797_3	ko:K03733
k141_67355_1	ko:K19170
k141_67355_2	ko:K19171
k141_1181038_2	ko:K07725
k141_813918_1	ko:K02002
k141_813918_2	ko:K02000
k141_813918_3	ko:K02001
k141_253930_2	ko:K06223
k141_627399_1	ko:K17722
k141_992876_2	ko:K02600
k141_992876_3	ko:K09748
k141_627474_2	ko:K00899
k141_67548_1	ko:K00544
k141_67548_2	ko:K00645,ko:K13935
k141_67548_3	ko:K00645,ko:K13935
k141_67667_1	ko:K00180
k141_993053_1	ko:K00590
k141_254236_1	ko:K01992
k141_993121_2	ko:K00694
k141_993121_3	ko:K01956
k141_67884_1	ko:K15509
k141_993307_1	ko:K01945
k141_254708_1	ko:K11473
k141_254708_2	ko:K11472
k141_254708_4	ko:K06134
k141_68189_1	ko:K01738
k141_628058_2	ko:K09948
k141_628058_4	ko:K09005
k141_628058_5	ko:K17103
k141_628058_6	ko:K07147
k141_628058_7	ko:K17247
k141_68215_1	ko:K00611
k141_68215_2	ko:K03809
k141_68215_3	ko:K10763
k141_68215_4	ko:K08744
k141_628091_10	ko:K02160
k141_1181888_1	ko:K00244,ko:K00278
k141_445197_1	ko:K10414
k141_254829_1	ko:K15736
k141_814746_2	ko:K03119,ko:K22303
k141_254920_1	ko:K00571
k141_254920_2	ko:K14274
k141_814805_1	ko:K01092
k141_814805_2	ko:K03555
k141_814805_3	ko:K03555
k141_68458_1	ko:K00640
k141_68458_3	ko:K08218
k141_68507_2	ko:K07042
k141_68507_3	ko:K03820
k141_68507_4	ko:K03523
k141_1182205_1	ko:K07133
k141_255154_1	ko:K07289
k141_815014_1	ko:K15513
k141_445665_2	ko:K01426
